ID_pago,ID_venta,Fecha_pago,Pago
71,71,31/01/16,"242,490.63"
72,72,17/02/16,"184,869.00"
73,73,11/2/2016,"40,005.50"
74,74,20/02/16,"137,256.88"
75,75,18/02/16,"23,482.75"
76,76,14/02/16,"219,638.25"
77,77,25/02/16,"138,124.00"
78,78,1/2/2016,"56,060.63"
79,79,29/01/16,"315,060.50"
80,80,8/2/2016,"167,388.38"
81,81,6/2/2016,"226,530.50"
82,82,26/02/16,"133,716.38"
83,83,6/2/2016,"58,884.00"
84,84,28/02/16,"58,867.50"
85,85,28/02/16,"115,665.25"
86,86,27/02/16,"267,712.50"
87,87,19/02/16,"97,359.38"
88,88,11/2/2016,"52,649.50"
89,89,6/2/2016,"27,464.50"
90,90,29/02/16,"335,727.00"
91,91,13/02/16,"90,451.13"
92,92,18/02/16,"48,504.00"
93,93,12/2/2016,"115,252.50"
94,94,9/2/2016,"120,669.75"
95,95,17/02/16,"82,977.00"
96,96,28/02/16,"91,116.38"
97,97,19/02/16,"78,192.00"
98,98,11/2/2016,"183,472.75"
99,99,4/3/2016,"258,404.50"
100,100,6/3/2016,"66,421.88"
101,101,8/2/2016,"88,836.75"
102,102,23/02/16,"54,804.38"
103,103,5/3/2016,"148,511.25"
104,104,3/3/2016,"87,425.00"
105,105,18/02/16,"231,812.00"
106,106,28/02/16,"263,212.50"
107,107,16/02/16,"223,914.75"
108,108,14/02/16,"222,787.13"
109,109,26/02/16,"191,025.00"
110,110,6/3/2016,"198,455.25"
111,111,14/02/16,"119,333.25"
112,112,21/02/16,"133,100.00"
113,113,5/3/2016,"110,905.13"
114,114,12/3/2016,"100,849.88"
115,115,8/3/2016,"54,843.75"
116,116,28/02/16,"121,707.38"
117,117,18/02/16,"215,501.00"
118,118,13/02/16,"255,909.50"
119,119,23/02/16,"38,498.63"
120,120,14/02/16,"121,734.75"
121,121,27/02/16,"86,108.00"
122,122,1/3/2016,"173,238.75"
123,123,17/02/16,"182,669.50"
124,124,4/3/2016,"115,778.50"
125,125,29/02/16,"133,399.00"
126,126,18/02/16,"171,641.50"
127,127,9/3/2016,"135,889.88"
128,128,21/02/16,"153,773.75"
129,129,15/03/16,"170,490.75"
130,130,3/3/2016,"173,637.00"
131,131,26/02/16,"59,668.13"
132,132,15/03/16,"158,578.75"
133,133,20/03/16,"48,995.50"
134,134,8/3/2016,"220,653.13"
135,135,24/02/16,"28,681.88"
136,136,1/3/2016,"78,054.38"
137,137,2/3/2016,"85,769.25"
138,138,24/02/16,"84,810.00"
139,139,26/02/16,"66,740.63"
140,140,9/3/2016,"134,504.25"
141,141,2/3/2016,"56,934.63"
142,142,17/03/16,"141,019.50"
143,143,16/03/16,"163,815.00"
144,144,12/3/2016,"97,858.75"
145,145,26/03/16,"39,443.75"
146,146,8/3/2016,"253,621.25"
147,147,12/3/2016,"91,798.50"
148,148,4/3/2016,"97,405.13"
149,149,19/03/16,"186,563.25"
150,150,3/3/2016,"225,064.50"
151,151,18/03/16,"157,488.00"
152,152,22/03/16,"132,956.00"
153,153,29/02/16,"54,332.00"
154,154,26/03/16,"63,615.50"
155,155,5/3/2016,"175,449.38"
156,156,2/3/2016,"195,179.00"
157,157,16/03/16,"236,491.50"
158,158,9/3/2016,"91,462.50"
159,159,25/03/16,"70,397.25"
160,160,16/03/16,"109,403.50"
161,161,28/03/16,"163,185.00"
162,162,30/03/16,"170,209.38"
163,163,28/03/16,"145,136.25"
164,164,24/03/16,"174,460.13"
165,165,22/03/16,"125,138.00"
166,166,2/4/2016,"284,437.50"
167,167,15/03/16,"171,344.88"
168,168,6/3/2016,"230,254.38"
169,169,15/03/16,"260,009.75"
170,170,3/4/2016,"74,660.75"
171,171,18/03/16,"169,830.00"
172,172,10/3/2016,"69,781.50"
173,173,11/3/2016,"300,059.50"
174,174,19/03/16,"141,427.00"
175,175,10/3/2016,"52,117.00"
176,176,1/4/2016,"207,354.38"
177,177,23/03/16,"178,876.50"
178,178,30/03/16,"64,162.50"
179,179,21/03/16,"106,041.00"
180,180,7/4/2016,"234,366.00"
181,181,3/4/2016,"45,948.00"
182,182,8/4/2016,"165,381.75"
183,183,14/03/16,"180,815.25"
184,184,1/4/2016,"180,999.00"
185,185,31/03/16,"263,741.25"
186,186,21/03/16,"97,483.50"
187,187,26/03/16,"114,878.75"
188,188,29/03/16,"67,158.00"
189,189,30/03/16,"157,700.00"
190,190,24/03/16,"56,026.25"
191,191,27/03/16,"53,915.63"
192,192,20/03/16,"69,202.00"
193,193,29/03/16,"56,706.38"
194,194,1/4/2016,"123,361.88"
195,195,5/4/2016,"31,356.50"
196,196,11/4/2016,"167,089.63"
197,197,2/4/2016,"64,967.25"
198,198,3/4/2016,"90,110.25"
199,199,29/03/16,"105,292.88"
200,200,7/4/2016,"263,542.88"
201,201,6/4/2016,"131,373.13"
202,202,13/04/16,"37,284.00"
203,203,20/03/16,"112,849.75"
204,204,24/03/16,"86,522.50"
205,205,3/4/2016,"250,299.00"
206,206,21/03/16,"281,687.50"
207,207,5/4/2016,"167,265.50"
208,208,30/03/16,"171,210.00"
209,209,24/03/16,"205,493.50"
210,210,31/03/16,"162,199.25"
211,211,11/4/2016,"266,780.75"
212,212,3/4/2016,"61,519.50"
213,213,18/04/16,"241,564.75"
214,214,21/04/16,"173,126.38"
215,215,25/03/16,"152,394.75"
216,216,2/4/2016,"186,861.50"
217,217,19/04/16,"174,825.00"
218,218,14/04/16,"57,679.38"
219,219,31/03/16,"43,907.00"
220,220,9/4/2016,"130,285.38"
221,221,26/04/16,"59,325.00"
222,222,5/4/2016,"52,582.50"
223,223,29/03/16,"61,240.50"
224,224,20/04/16,"129,000.00"
225,225,27/04/16,"133,665.00"
226,226,8/4/2016,"141,641.50"
227,227,30/03/16,"208,870.63"
228,228,20/04/16,"251,327.38"
229,229,31/03/16,"92,400.75"
230,230,25/04/16,"172,770.75"
231,231,4/4/2016,"83,243.88"
232,232,28/04/16,"184,943.50"
233,233,23/04/16,"170,293.50"
234,234,9/4/2016,"215,337.50"
235,235,27/04/16,"106,044.75"
236,236,30/04/16,"263,035.75"
237,237,9/4/2016,"218,606.25"
238,238,18/04/16,"124,440.00"
239,239,9/4/2016,"292,254.00"
240,240,18/04/16,"162,339.50"
241,241,16/04/16,"254,832.50"
242,242,2/5/2016,"82,066.88"
243,243,15/04/16,"233,818.25"
244,244,9/4/2016,"178,884.50"
245,245,1/5/2016,"147,074.63"
246,246,27/04/16,"242,012.75"
247,247,16/04/16,"197,815.88"
248,248,28/04/16,"109,140.00"
249,249,30/04/16,"253,300.13"
250,250,29/04/16,"93,384.38"
251,251,5/5/2016,"141,329.00"
252,252,1/5/2016,"202,755.00"
253,253,18/04/16,"70,900.75"
254,254,9/4/2016,"47,461.13"
255,255,24/04/16,"53,067.00"
256,256,20/04/16,"202,538.00"
257,257,8/5/2016,"152,587.13"
258,258,8/5/2016,"137,456.00"
259,259,24/04/16,"147,901.50"
260,260,30/04/16,"218,751.75"
261,261,19/04/16,"138,388.50"
262,262,16/04/16,"181,203.63"
263,263,13/04/16,"125,873.50"
264,264,2/5/2016,"221,364.00"
265,265,26/04/16,"115,906.88"
266,266,14/04/16,"140,724.00"
267,267,13/04/16,"161,389.50"
268,268,25/04/16,"121,031.25"
269,269,8/5/2016,"55,861.00"
270,270,5/5/2016,"167,863.25"
271,271,19/04/16,"136,660.13"
272,272,29/04/16,"301,151.25"
273,273,25/04/16,"90,360.00"
274,274,11/5/2016,"137,860.00"
275,275,3/5/2016,"134,931.13"
276,276,8/5/2016,"129,937.50"
277,277,14/05/16,"254,823.25"
278,278,12/5/2016,"106,718.75"
279,279,7/5/2016,"176,869.50"
280,280,13/05/16,"110,225.50"
281,281,11/5/2016,"135,159.75"
282,282,6/5/2016,"316,813.13"
283,283,25/04/16,"167,037.25"
284,284,30/04/16,"300,612.25"
285,285,22/04/16,"89,089.00"
286,286,29/04/16,"65,471.25"
287,287,24/04/16,"170,100.00"
288,288,2/5/2016,"115,536.75"
289,289,8/5/2016,"111,919.88"
290,290,20/04/16,"179,727.25"
291,291,23/04/16,"234,709.38"
292,292,14/05/16,"32,305.50"
293,293,30/04/16,"53,802.25"
294,294,15/05/16,"73,745.00"
295,295,22/04/16,"98,336.88"
296,296,12/5/2016,"221,722.50"
297,297,16/05/16,"337,392.00"
298,298,20/05/16,"75,074.50"
299,299,3/5/2016,"38,396.25"
300,300,13/05/16,"85,403.75"
301,301,18/05/16,"182,272.00"
302,302,28/04/16,"146,486.75"
303,303,22/05/16,"216,027.63"
304,304,26/04/16,"326,570.75"
305,305,17/05/16,"143,797.50"
306,306,9/5/2016,"131,989.00"
307,307,4/5/2016,"205,702.00"
308,308,15/05/16,"190,152.00"
309,309,6/5/2016,"220,439.63"
310,310,3/5/2016,"99,099.00"
311,311,16/05/16,"75,678.13"
312,312,4/5/2016,"197,410.50"
313,313,30/04/16,"48,923.88"
314,314,19/05/16,"173,362.50"
315,315,16/05/16,"304,996.38"
316,316,11/5/2016,"321,388.88"
317,317,6/5/2016,"219,374.00"
318,318,28/05/16,"55,096.50"
319,319,17/05/16,"120,171.00"
320,320,15/05/16,"307,019.88"
321,321,6/5/2016,"122,217.50"
322,322,19/05/16,"31,988.25"
323,323,28/05/16,"199,020.75"
324,324,16/05/16,"109,507.50"
325,325,28/05/16,"41,550.00"
326,326,15/05/16,"153,403.00"
327,327,16/05/16,"127,755.00"
328,328,27/05/16,"171,171.00"
329,329,7/5/2016,"240,290.63"
330,330,29/05/16,"148,656.25"
331,331,15/05/16,"123,794.38"
332,332,28/05/16,"109,710.00"
333,333,9/5/2016,"100,375.00"
334,334,3/6/2016,"263,870.75"
335,335,1/6/2016,"79,365.00"
336,336,19/05/16,"174,307.63"
337,337,28/05/16,"51,701.25"
338,338,31/05/16,"45,207.63"
339,339,24/05/16,"85,396.88"
340,340,12/5/2016,"97,972.88"
341,341,15/05/16,"248,837.13"
342,342,6/6/2016,"249,028.50"
343,343,16/05/16,"147,262.50"
344,344,18/05/16,"135,433.25"
345,345,2/6/2016,"157,936.88"
346,346,11/5/2016,"165,084.50"
347,347,6/6/2016,"106,481.50"
348,348,24/05/16,"195,111.13"
349,349,20/05/16,"174,856.50"
350,350,31/05/16,"85,103.75"
351,351,16/05/16,"52,340.63"
352,352,22/05/16,"257,568.75"
353,353,28/05/16,"247,523.13"
354,354,8/6/2016,"110,684.50"
355,355,6/6/2016,"147,710.75"
356,356,2/6/2016,"103,853.75"
357,357,10/6/2016,"213,493.00"
358,358,14/05/16,"147,506.00"
359,359,2/6/2016,"147,078.75"
360,360,24/05/16,"112,027.50"
361,361,25/05/16,"188,240.63"
362,362,4/6/2016,"91,561.88"
363,363,23/05/16,"47,328.00"
364,364,16/05/16,"157,129.50"
365,365,19/05/16,"84,169.38"
366,366,9/6/2016,"120,149.00"
367,367,28/05/16,"62,652.50"
368,368,22/05/16,"44,290.00"
369,369,24/05/16,"154,792.38"
370,370,22/05/16,"172,246.88"
371,371,26/05/16,"138,747.50"
372,372,2/6/2016,"164,691.13"
373,373,3/6/2016,"102,851.38"
374,374,25/05/16,"111,910.88"
375,375,8/6/2016,"174,828.75"
376,376,28/05/16,"151,256.63"
377,377,26/05/16,"65,651.25"
378,378,7/6/2016,"210,000.00"
379,379,22/05/16,"101,601.00"
380,380,16/06/16,"323,338.00"
381,381,13/06/16,"96,985.50"
382,382,22/06/16,"322,773.00"
383,383,3/6/2016,"166,395.75"
384,384,7/6/2016,"227,925.00"
385,385,3/6/2016,"218,300.63"
386,386,11/6/2016,"103,845.00"
387,387,14/06/16,"60,809.00"
388,388,6/6/2016,"104,394.00"
389,389,7/6/2016,"110,348.00"
390,390,21/06/16,"48,668.75"
391,391,30/05/16,"185,437.50"
392,392,25/06/16,"195,056.25"
393,393,2/6/2016,"145,546.88"
394,394,17/06/16,"118,349.00"
395,395,18/06/16,"144,912.00"
396,396,4/6/2016,"200,318.00"
397,397,8/6/2016,"116,665.13"
398,398,14/06/16,"53,478.00"
399,399,21/06/16,"60,482.50"
400,400,20/06/16,"153,140.00"
401,401,16/06/16,"335,362.50"
402,402,21/06/16,"273,517.25"
403,403,24/06/16,"96,255.00"
404,404,11/6/2016,"87,822.00"
405,405,11/6/2016,"225,624.00"
406,406,4/6/2016,"235,462.50"
407,407,6/6/2016,"172,935.00"
408,408,9/6/2016,"91,223.50"
409,409,16/06/16,"218,761.13"
410,410,2/6/2016,"54,406.50"
411,411,18/06/16,"92,846.25"
412,412,23/06/16,"158,619.00"
413,413,18/06/16,"190,937.25"
414,414,18/06/16,"53,179.00"
415,415,4/6/2016,"48,323.00"
416,416,29/06/16,"160,975.88"
417,417,15/06/16,"172,688.25"
418,418,16/06/16,"306,623.63"
419,419,25/06/16,"119,037.75"
420,420,25/06/16,"127,395.00"
421,421,16/06/16,"151,216.88"
422,422,16/06/16,"79,663.50"
423,423,11/6/2016,"136,272.50"
424,424,12/6/2016,"243,219.38"
425,425,27/06/16,"139,719.13"
426,426,14/06/16,"130,332.38"
427,427,27/06/16,"72,920.25"
428,428,17/06/16,"42,295.50"
429,429,27/06/16,"273,811.63"
430,430,8/7/2016,"173,521.88"
431,431,3/7/2016,"139,555.13"
432,432,17/06/16,"247,537.50"
433,433,13/06/16,"106,560.00"
434,434,28/06/16,"237,328.50"
435,435,21/06/16,"192,691.00"
436,436,4/7/2016,"97,899.38"
437,437,8/7/2016,"113,727.63"
438,438,4/7/2016,"192,918.00"
439,439,16/06/16,"315,544.75"
440,440,1/7/2016,"134,708.13"
441,441,5/7/2016,"98,825.25"
442,442,15/06/16,"109,007.88"
443,443,3/7/2016,"125,133.75"
444,444,22/06/16,"125,664.00"
445,445,24/06/16,"23,644.50"
446,446,2/7/2016,"52,397.25"
447,447,17/06/16,"222,432.25"
448,448,17/06/16,"144,933.75"
449,449,22/06/16,"98,618.50"
450,450,18/06/16,"209,343.00"
451,451,30/06/16,"50,874.75"
452,452,2/7/2016,"262,246.25"
453,453,4/7/2016,"202,112.50"
454,454,28/06/16,"57,321.00"
455,455,5/7/2016,"304,939.00"
456,456,17/07/16,"224,640.00"
457,457,30/06/16,"63,960.00"
458,458,8/7/2016,"73,485.00"
459,459,24/06/16,"73,803.25"
460,460,29/06/16,"40,290.25"
461,461,10/7/2016,"51,592.50"
462,462,26/06/16,"115,591.50"
463,463,22/06/16,"245,297.50"
464,464,26/06/16,"104,604.50"
465,465,7/7/2016,"328,601.50"
466,466,4/7/2016,"30,338.00"
467,467,11/7/2016,"65,094.75"
468,468,19/07/16,"108,763.13"
469,469,24/06/16,"68,347.50"
470,470,9/7/2016,"109,443.00"
471,471,23/06/16,"100,168.75"
472,472,18/07/16,"227,502.00"
473,473,24/06/16,"109,095.00"
474,474,18/07/16,"202,830.75"
475,475,3/7/2016,"71,060.00"
476,476,1/7/2016,"106,436.00"
477,477,12/7/2016,"106,930.25"
478,478,2/7/2016,"114,156.00"
479,479,22/07/16,"128,528.00"
480,480,28/06/16,"66,352.00"
481,481,10/7/2016,"145,847.50"
482,482,11/7/2016,"247,890.38"
483,483,15/07/16,"118,338.75"
484,484,27/07/16,"188,304.75"
485,485,10/7/2016,"136,701.00"
486,486,13/07/16,"274,934.50"
487,487,9/7/2016,"309,382.88"
488,488,20/07/16,"163,355.00"
489,489,14/07/16,"31,740.00"
490,490,15/07/16,"238,914.00"
491,491,15/07/16,"44,833.75"
492,492,19/07/16,"162,291.00"
493,493,21/07/16,"243,572.88"
494,494,7/7/2016,"216,220.25"
495,495,9/7/2016,"322,337.00"
496,496,7/7/2016,"145,758.13"
497,497,10/7/2016,"164,509.13"
498,498,21/07/16,"125,592.50"
499,499,31/07/16,"66,429.00"
500,500,15/07/16,"279,750.00"
501,501,3/7/2016,"120,625.75"
502,502,10/7/2016,"260,988.00"
503,503,11/7/2016,"80,919.00"
504,504,11/7/2016,"152,031.75"
505,505,8/7/2016,"107,521.50"
506,506,6/7/2016,"150,899.38"
507,507,29/07/16,"129,068.25"
508,508,12/7/2016,"287,192.25"
509,509,31/07/16,"53,530.00"
510,510,1/8/2016,"146,982.50"
511,511,22/07/16,"32,320.00"
512,512,1/8/2016,"222,867.50"
513,513,6/7/2016,"230,202.75"
514,514,15/07/16,"92,653.50"
515,515,23/07/16,"32,847.13"
516,516,15/07/16,"90,112.75"
517,517,7/7/2016,"164,190.75"
518,518,8/7/2016,"79,758.00"
519,519,29/07/16,"85,346.63"
520,520,4/8/2016,"34,917.75"
521,521,30/07/16,"92,544.38"
522,522,28/07/16,"161,675.00"
523,523,7/7/2016,"178,672.50"
524,524,8/7/2016,"192,072.00"
525,525,15/07/16,"156,170.00"
526,526,13/07/16,"199,300.50"
527,527,14/07/16,"116,972.63"
528,528,3/8/2016,"284,130.00"
529,529,8/8/2016,"176,825.25"
530,530,26/07/16,"55,857.00"
531,531,8/8/2016,"89,096.00"
532,532,11/7/2016,"124,965.75"
533,533,27/07/16,"75,753.00"
534,534,23/07/16,"51,289.50"
535,535,28/07/16,"216,335.00"
536,536,24/07/16,"161,515.38"
537,537,1/8/2016,"128,890.13"
538,538,24/07/16,"270,141.75"
539,539,25/07/16,"95,224.13"
540,540,22/07/16,"70,698.38"
541,541,3/8/2016,"31,449.50"
542,542,31/07/16,"189,371.00"
543,543,30/07/16,"70,523.25"
544,544,24/07/16,"86,791.38"
545,545,12/8/2016,"52,418.50"
546,546,14/08/16,"78,511.88"
547,547,11/8/2016,"125,000.00"
548,548,27/07/16,"291,255.25"
549,549,29/07/16,"175,498.50"
550,550,19/07/16,"213,915.63"
551,551,30/07/16,"276,875.25"
552,552,25/07/16,"100,578.13"
553,553,28/07/16,"196,094.25"
554,554,6/8/2016,"108,376.13"
555,555,18/08/16,"161,218.50"
556,556,17/08/16,"70,936.50"
557,557,4/8/2016,"239,555.25"
558,558,15/08/16,"234,376.50"
559,559,20/08/16,"198,763.00"
560,560,27/07/16,"176,521.88"
561,561,24/07/16,"35,092.63"
562,562,18/08/16,"120,065.75"
563,563,16/08/16,"159,027.00"
564,564,14/08/16,"64,246.00"
565,565,9/8/2016,"114,733.50"
566,566,13/08/16,"235,243.75"
567,567,21/08/16,"58,738.75"
568,568,12/8/2016,"79,999.88"
569,569,24/07/16,"87,549.75"
570,570,4/8/2016,"82,476.00"
571,571,11/8/2016,"40,254.50"
572,572,18/08/16,"237,144.38"
573,573,7/8/2016,"129,853.13"
574,574,24/08/16,"31,428.75"
575,575,7/8/2016,"234,675.00"
576,576,11/8/2016,"54,418.50"
577,577,30/07/16,"111,207.25"
578,578,9/8/2016,"196,496.63"
579,579,30/07/16,"101,472.50"
580,580,24/08/16,"204,360.50"
581,581,31/07/16,"217,752.50"
582,582,5/8/2016,"323,060.00"
583,583,5/8/2016,"220,968.00"
584,584,6/8/2016,"134,700.13"
585,585,3/8/2016,"131,275.38"
586,586,10/8/2016,"76,740.13"
587,587,21/08/16,"160,793.00"
588,588,27/08/16,"58,646.00"
589,589,21/08/16,"171,585.75"
590,590,25/08/16,"78,446.25"
591,591,23/08/16,"54,464.00"
592,592,1/8/2016,"124,953.75"
593,593,2/8/2016,"154,371.75"
594,594,17/08/16,"143,554.50"
595,595,29/08/16,"167,974.75"
596,596,28/08/16,"44,795.00"
597,597,27/08/16,"40,470.00"
598,598,11/8/2016,"91,932.00"
599,599,8/8/2016,"92,321.00"
600,600,2/9/2016,"159,455.75"
601,601,13/08/16,"114,954.00"
602,602,25/08/16,"152,345.38"
603,603,9/8/2016,"176,022.75"
604,604,15/08/16,"88,040.38"
605,605,6/9/2016,"227,158.00"
606,606,18/08/16,"45,095.63"
607,607,31/08/16,"52,252.38"
608,608,21/08/16,"139,702.50"
609,609,4/9/2016,"223,860.00"
610,610,19/08/16,"132,318.13"
611,611,26/08/16,"332,367.00"
612,612,2/9/2016,"109,905.50"
613,613,6/9/2016,"234,900.00"
614,614,15/08/16,"135,713.13"
615,615,11/8/2016,"249,040.00"
616,616,2/9/2016,"154,741.13"
617,617,11/8/2016,"160,497.50"
618,618,16/08/16,"48,945.00"
619,619,31/08/16,"88,245.38"
620,620,29/08/16,"50,786.25"
621,621,10/9/2016,"271,391.00"
622,622,8/9/2016,"139,543.50"
623,623,19/08/16,"72,207.00"
624,624,20/08/16,"140,294.00"
625,625,14/08/16,"271,478.25"
626,626,18/08/16,"257,641.38"
627,627,1/9/2016,"61,844.75"
628,628,4/9/2016,"170,103.50"
629,629,10/9/2016,"178,377.38"
630,630,9/9/2016,"195,882.50"
631,631,17/08/16,"246,602.00"
632,632,3/9/2016,"227,054.63"
633,633,30/08/16,"148,880.50"
634,634,4/9/2016,"322,054.00"
635,635,23/08/16,"122,706.38"
636,636,14/09/16,"145,184.63"
637,637,2/9/2016,"117,253.75"
638,638,3/9/2016,"114,463.00"
639,639,17/08/16,"330,772.63"
640,640,10/9/2016,"155,382.50"
641,641,19/08/16,"288,279.75"
642,642,7/9/2016,"88,922.75"
643,643,3/9/2016,"292,261.88"
644,644,30/08/16,"145,263.00"
645,645,15/09/16,"239,712.00"
646,646,18/08/16,"149,100.00"
647,647,13/09/16,"43,282.00"
648,648,30/08/16,"144,146.63"
649,649,17/09/16,"48,294.25"
650,650,30/08/16,"97,170.00"
651,651,27/08/16,"126,994.50"
652,652,12/9/2016,"135,068.50"
653,653,30/08/16,"91,268.63"
654,654,9/9/2016,"244,234.13"
655,655,9/9/2016,"348,377.00"
656,656,17/09/16,"221,634.00"
657,657,11/9/2016,"198,729.00"
658,658,14/09/16,"180,358.75"
659,659,14/09/16,"62,550.00"
660,660,1/9/2016,"125,444.00"
661,661,21/08/16,"216,318.75"
662,662,2/9/2016,"245,395.75"
663,663,5/9/2016,"57,980.38"
664,664,16/09/16,"257,229.00"
665,665,4/9/2016,"190,078.38"
666,666,16/09/16,"182,247.50"
667,667,14/09/16,"81,490.00"
668,668,15/09/16,"189,125.63"
669,669,23/09/16,"218,478.75"
670,670,4/9/2016,"273,574.63"
671,671,12/9/2016,"159,741.25"
672,672,20/09/16,"153,240.75"
673,673,11/9/2016,"59,914.75"
674,674,13/09/16,"174,021.00"
675,675,1/9/2016,"41,214.50"
676,676,15/09/16,"38,945.38"
677,677,4/9/2016,"28,397.25"
678,678,23/09/16,"154,912.50"
679,679,15/09/16,"134,371.13"
680,680,5/9/2016,"128,733.00"
681,681,18/09/16,"145,763.00"
682,682,23/09/16,"197,211.50"
683,683,20/09/16,"131,179.13"
684,684,26/09/16,"285,655.50"
685,685,6/9/2016,"82,789.50"
686,686,17/09/16,"41,346.38"
687,687,11/9/2016,"151,860.00"
688,688,12/9/2016,"86,104.75"
689,689,13/09/16,"77,768.00"
690,690,8/9/2016,"90,436.50"
691,691,26/09/16,"103,382.75"
692,692,4/9/2016,"127,860.38"
693,693,29/09/16,"215,300.88"
694,694,13/09/16,"49,104.00"
695,695,7/9/2016,"190,573.13"
696,696,19/09/16,"172,416.00"
697,697,26/09/16,"196,252.00"
698,698,20/09/16,"98,642.50"
699,699,26/09/16,"67,871.75"
700,700,2/10/2016,"156,414.38"
701,701,27/09/16,"252,900.00"
702,702,30/09/16,"319,153.13"
703,703,9/9/2016,"167,640.00"
704,704,9/9/2016,"317,545.50"
705,705,19/09/16,"145,730.25"
706,706,29/09/16,"187,695.00"
707,707,20/09/16,"214,140.00"
708,708,30/09/16,"140,501.50"
709,709,17/09/16,"147,708.75"
710,710,8/9/2016,"161,454.50"
711,711,23/09/16,"264,254.38"
712,712,29/09/16,"285,083.50"
713,713,14/09/16,"86,057.88"
714,714,2/10/2016,"266,901.25"
715,715,23/09/16,"41,210.13"
716,716,3/10/2016,"224,231.00"
717,717,27/09/16,"57,187.25"
718,718,13/09/16,"92,011.50"
719,719,15/09/16,"195,729.88"
720,720,11/9/2016,"277,076.00"
721,721,8/10/2016,"33,324.50"
722,722,8/10/2016,"76,443.25"
723,723,10/9/2016,"64,813.50"
724,724,27/09/16,"260,671.63"
725,725,9/10/2016,"112,747.50"
726,726,7/10/2016,"135,170.00"
727,727,8/10/2016,"146,055.00"
728,728,8/10/2016,"73,218.25"
729,729,4/10/2016,"238,148.38"
730,730,24/09/16,"228,833.00"
731,731,24/09/16,"69,405.75"
732,732,15/09/16,"81,592.88"
733,733,8/10/2016,"153,155.50"
734,734,22/09/16,"80,558.75"
735,735,29/09/16,"73,502.88"
736,736,17/09/16,"105,070.00"
737,737,8/10/2016,"97,622.50"
738,738,30/09/16,"150,197.25"
739,739,27/09/16,"190,968.75"
740,740,18/10/16,"291,052.25"
741,741,4/10/2016,"148,034.25"
742,742,14/10/16,"166,279.50"
743,743,11/10/2016,"67,858.00"
744,744,3/10/2016,"67,258.13"
745,745,9/10/2016,"55,661.88"
746,746,1/10/2016,"95,132.00"
747,747,30/09/16,"169,433.75"
748,748,14/10/16,"268,185.00"
749,749,11/10/2016,"84,944.25"
750,750,17/10/16,"166,992.00"
751,751,4/10/2016,"69,514.50"
752,752,24/09/16,"188,734.00"
753,753,17/10/16,"49,956.88"
754,754,14/10/16,"150,819.63"
755,755,11/10/2016,"275,331.88"
756,756,27/09/16,"38,606.25"
757,757,17/10/16,"38,340.75"
758,758,19/10/16,"191,896.00"
